Date	Discharge	Baseflow	BFI Index	
2018-05-25	65	42.20	0.65	
2018-05-26	80.8	41.58	0.51	
2018-05-27	61.9	40.97	0.66	
2018-05-28	69.8	40.35	0.58	
2018-05-29	77.7	39.73	0.51	
2018-05-30	60.9	39.12	0.64	
2018-05-31	38.5	38.5	1	
2018-06-01	45.9	37.46	0.82	
2018-06-02	43.4	36.42	0.84	
2018-06-03	39.4	35.38	0.9	
2018-06-04	47.7	34.34	0.72	
2018-06-05	55.7	33.30	0.6	
2018-06-06	52.9	32.26	0.61	
2018-06-07	34.3	31.22	0.91	
2018-06-08	76.8	30.18	0.39	
2018-06-09	50.1	29.14	0.58	
2018-06-10	28.1	28.1	1	
2018-06-11	40	28.34	0.71	
2018-06-12	42.3	28.58	0.68	
2018-06-13	50.9	28.82	0.57	
2018-06-14	61.2	29.05	0.47	
2018-06-15	61.1	29.29	0.48	
2018-06-16	82.1	29.53	0.36	
2018-06-17	49.9	29.77	0.6	
2018-06-18	69.5	30.01	0.43	
2018-06-19	57.4	30.25	0.53	
2018-06-20	48.6	30.48	0.63	
2018-06-21	62.3	30.72	0.49	
2018-06-22	36.6	30.96	0.85	
2018-06-23	31.2	31.2	1	
2018-06-24	56.3	31.1	0.55	
2018-06-25	75.8	31.0	0.41	
2018-06-26	104	30.9	0.3	
2018-06-27	56.6	30.8	0.54	
2018-06-28	114	30.7	0.27	
2018-06-29	244	30.6	0.13	
2018-06-30	171	30.5	0.18	
2018-07-01	65.5	30.4	0.46	
2018-07-02	65.6	30.3	0.46	
2018-07-03	78.4	30.2	0.39	
2018-07-04	60.7	30.1	0.5	
2018-07-05	53.6	30.0	0.56	
2018-07-06	44.5	29.9	0.67	
2018-07-07	45.5	29.8	0.65	
2018-07-08	53.4	29.7	0.56	
2018-07-09	65.9	29.6	0.45	
2018-07-10	57.1	29.5	0.52	
2018-07-11	33.8	29.4	0.87	
2018-07-12	81.3	29.3	0.36	
2018-07-13	52.5	29.2	0.56	
2018-07-14	37.9	29.1	0.77	
2018-07-15	29	29	1	
2018-07-16	72.1	30.10	0.42	
2018-07-17	46.9	31.21	0.67	
2018-07-18	140	32.31	0.23	
2018-07-19	1030	33.42	0.03	
2018-07-20	1000	34.52	0.03	
2018-07-21	701	35.63	0.05	
2018-07-22	417	36.73	0.09	
2018-07-23	305	37.84	0.12	
2018-07-24	191	38.94	0.2	
2018-07-25	201	40.05	0.2	
2018-07-26	131	41.15	0.31	
2018-07-27	103	42.26	0.41	
2018-07-28	87.1	43.36	0.5	
2018-07-29	94.1	44.47	0.47	
2018-07-30	91.1	45.57	0.5	
2018-07-31	110	46.68	0.42	
2018-08-01	101	47.78	0.47	
2018-08-02	96.2	48.89	0.51	
2018-08-03	70.2	49.99	0.71	
2018-08-04	80.6	51.10	0.63	
2018-08-05	52.2	52.2	1	
2018-08-06	84.5	50.84	0.6	
2018-08-07	64.1	49.49	0.77	
2018-08-08	74.4	48.14	0.65	
2018-08-09	70.9	46.78	0.66	
2018-08-10	72.2	45.42	0.63	
2018-08-11	53.7	44.07	0.82	
2018-08-12	77	42.72	0.55	
2018-08-13	98.3	41.36	0.42	
2018-08-14	60.9	40.00	0.66	
2018-08-15	97.8	38.65	0.4	
2018-08-16	118	37.30	0.32	
2018-08-17	101	35.94	0.36	
2018-08-18	81.9	34.58	0.42	
2018-08-19	49.7	33.23	0.67	
2018-08-20	31.7	31.7	1	
2018-08-21	42.7	30.52	0.71	
2018-08-22	85.6	29.16	0.34	
2018-08-23	65.8	27.81	0.42	
2018-08-24	45.8	26.46	0.58	
2018-08-25	25.1	25.1	1	
2018-08-26	43.6	25.03	0.57	
2018-08-27	44.7	24.95	0.56	
2018-08-28	46.4	24.88	0.54	
2018-08-29	48.8	24.81	0.51	
2018-08-30	32.6	24.73	0.76	
2018-08-31	35.4	24.66	0.7	
2018-09-01	42	24.59	0.59	
2018-09-02	31.8	24.51	0.77	
2018-09-03	46.1	24.44	0.53	
2018-09-04	40	24.37	0.61	
2018-09-05	46.9	24.29	0.52	
2018-09-06	39.5	24.22	0.61	
2018-09-07	32.3	24.15	0.75	
2018-09-08	32.5	24.07	0.74	
2018-09-09	24	24	1	
2018-09-10	22.9	22.9	1	
2018-09-11	42.5	22.9	0.54	
2018-09-12	48.7	22.9	0.47	
2018-09-13	45.7	22.9	0.5	
2018-09-14	40.4	22.9	0.57	
2018-09-15	41.3	22.9	0.55	
2018-09-16	22.9	22.9	1	
2018-09-17	22.9	22.82	1	
2018-09-18	32	22.75	0.71	
2018-09-19	39.5	22.68	0.57	
2018-09-20	42.5	22.60	0.53	
2018-09-21	37	22.52	0.61	
2018-09-22	23.8	22.45	0.94	
2018-09-23	22.6	22.38	0.99	
2018-09-24	22.3	22.3	1	
2018-09-25	22.2	22.06	0.99	
2018-09-26	22.2	21.82	0.98	
2018-09-27	22.1	21.58	0.98	
2018-09-28	22	21.34	0.97	
2018-09-29	21.1	21.1	1	
2018-09-30	22.9	21.52	0.94	
2018-10-01	49.4	21.95	0.44	
2018-10-02	34.1	22.38	0.66	
2018-10-03	22.8	22.8	1	
2018-10-04	29.1	22.68	0.78	
2018-10-05	37.3	22.56	0.6	
2018-10-06	30.1	22.45	0.75	
2018-10-07	30.2	22.33	0.74	
2018-10-08	30.3	22.21	0.73	
2018-10-09	33	22.09	0.67	
2018-10-10	54.5	21.97	0.4	
2018-10-11	33.8	21.85	0.65	
2018-10-12	22.2	21.74	0.98	
2018-10-13	21.6	21.6	1	
2018-10-14	21.5	21.5	1	
2018-10-15	21.5	21.5	1	
2018-10-16	38.4	21.68	0.56	
2018-10-17	49.5	21.87	0.44	
2018-10-18	46	22.05	0.48	
2018-10-19	49.2	22.23	0.45	
2018-10-20	39.3	22.42	0.57	
2018-10-21	22.6	22.6	1	
2018-10-22	33.1	22.75	0.69	
2018-10-23	31.7	22.90	0.72	
2018-10-24	23.5	23.05	0.98	
2018-10-25	23.2	23.2	1	
2018-10-26	27.7	23.15	0.84	
2018-10-27	30.5	23.11	0.76	
2018-10-28	36.5	23.06	0.63	
2018-10-29	31.6	23.02	0.73	
2018-10-30	41	22.97	0.56	
2018-10-31	30.9	22.92	0.74	
2018-11-01	30.5	22.88	0.75	
2018-11-02	30.9	22.83	0.74	
2018-11-03	41.4	22.78	0.55	
2018-11-04	37.3	22.74	0.61	
2018-11-05	22.7	22.69	1	
2018-11-06	24.3	22.65	0.93	
2018-11-07	22.6	22.6	1	
2018-11-08	26.8	22.42	0.84	
2018-11-09	47.3	22.23	0.47	
2018-11-10	43.3	22.05	0.51	
2018-11-11	30	21.87	0.73	
2018-11-12	21.8	21.68	0.99	
2018-11-13	21.5	21.5	1	
2018-11-14	21.7	21.7	1	
2018-11-15	22	21.74	0.99	
2018-11-16	22.5	21.78	0.97	
2018-11-17	28.5	21.81	0.77	
2018-11-18	25.9	21.85	0.84	
2018-11-19	22.4	21.89	0.98	
2018-11-20	22.1	21.92	0.99	
2018-11-21	22.1	21.96	0.99	
2018-11-22	22	22	1	
2018-11-23	22.6	22.03	0.97	
2018-11-24	22.4	22.07	0.99	
2018-11-25	22.1	22.1	1	
2018-11-26	22.4	22.1	0.99	
2018-11-27	22.4	22.1	0.99	
2018-11-28	23.7	22.1	0.93	
2018-11-29	33.4	22.1	0.66	
2018-11-30	22.5	22.1	0.98	
2018-12-01	22.4	22.1	0.99	
2018-12-02	22.3	22.1	0.99	
2018-12-03	22.1	22.1	1	
2018-12-04	22.1	22.0	1	
2018-12-05	22.1	21.9	0.99	
2018-12-06	22	21.8	0.99	
2018-12-07	21.7	21.7	1	
2018-12-08	22.1	21.75	0.98	
2018-12-09	22.1	21.80	0.99	
2018-12-10	22.5	21.85	0.97	
2018-12-11	22.6	21.90	0.97	
2018-12-12	22.2	21.95	0.99	
2018-12-13	22	22	1	
2018-12-14	27.5	21.98	0.8	
2018-12-15	32.3	21.95	0.68	
2018-12-16	22.6	21.92	0.97	
2018-12-17	21.9	21.9	1	
2018-12-18	21.9	21.9	1	
2018-12-19	22.7	22.02	0.97	
2018-12-20	22.3	22.08	0.99	
2018-12-21	27.4	22.14	0.81	
2018-12-22	22.2	22.2	1	
2018-12-23	26	23.41	0.9	
2018-12-24	38	24.62	0.65	
2018-12-25	42.6	25.84	0.61	
2018-12-26	31.7	27.05	0.85	
2018-12-27	34.5	28.26	0.82	
2018-12-28	59.8	29.48	0.49	
2018-12-29	57.9	30.69	0.53	
2018-12-30	31.9	31.9	1	
2018-12-31	51.8	31.9	0.62	
2019-01-01	47.3	31.9	0.67	
2019-01-02	35.7	31.9	0.89	
2019-01-03	52.7	31.9	0.61	
2019-01-04	52.7	31.9	0.61	
2019-01-05	42.7	31.9	0.75	
2019-01-06	31.9	31.9	1	
2019-01-07	63.7	31.93	0.5	
2019-01-08	67.5	31.96	0.47	
2019-01-09	72.6	31.99	0.44	
2019-01-10	55	32.01	0.58	
2019-01-11	56.8	32.04	0.56	
2019-01-12	47.3	32.07	0.68	
2019-01-13	32.1	32.1	1	
2019-01-14	52.7	31.97	0.61	
2019-01-15	68.4	31.84	0.47	
2019-01-16	71.9	31.71	0.44	
2019-01-17	80.3	31.59	0.39	
2019-01-18	53.8	31.46	0.58	
2019-01-19	47.5	31.33	0.66	
2019-01-20	50.9	31.20	0.61	
2019-01-21	61.1	31.07	0.51	
2019-01-22	66	30.94	0.47	
2019-01-23	46.5	30.81	0.66	
2019-01-24	34.4	30.69	0.89	
2019-01-25	43.1	30.56	0.71	
2019-01-26	52.2	30.43	0.58	
2019-01-27	30.3	30.3	1	
2019-01-28	43.9	31.56	0.72	
2019-01-29	65.2	32.81	0.5	
2019-01-30	51.6	34.07	0.66	
2019-01-31	63.6	35.33	0.56	
2019-02-01	73.9	36.59	0.5	
2019-02-02	42.7	37.84	0.89	
2019-02-03	39.1	39.1	1	
2019-02-04	101	39.3	0.39	
2019-02-05	116	39.5	0.34	
2019-02-06	83.4	39.7	0.48	
2019-02-07	99	39.9	0.4	
2019-02-08	98	40.1	0.41	
2019-02-09	52.1	40.3	0.77	
2019-02-10	40.5	40.5	1	
2019-02-11	53.8	38.75	0.72	
2019-02-12	37	37	1	
2019-02-13	55.7	37.26	0.67	
2019-02-14	69.3	37.52	0.54	
2019-02-15	74.2	37.78	0.51	
2019-02-16	61.1	38.04	0.62	
2019-02-17	48.7	38.30	0.79	
2019-02-18	46.4	38.56	0.83	
2019-02-19	59.1	38.82	0.66	
2019-02-20	70.8	39.08	0.55	
2019-02-21	96.1	39.34	0.41	
2019-02-22	111	39.60	0.36	
2019-02-23	102	39.86	0.39	
2019-02-24	87.6	40.12	0.46	
2019-02-25	105	40.38	0.38	
2019-02-26	47.9	40.64	0.85	
2019-02-27	40.9	40.9	1	
2019-02-28	53.1	42.36	0.8	
2019-03-01	101	43.83	0.43	
2019-03-02	110	45.29	0.41	
2019-03-03	126	46.76	0.37	
2019-03-04	90.5	48.22	0.53	
2019-03-05	84.4	49.69	0.59	
2019-03-06	68.5	51.15	0.75	
2019-03-07	119	52.62	0.44	
2019-03-08	107	54.08	0.51	
2019-03-09	112	55.55	0.5	
2019-03-10	100	57.01	0.57	
2019-03-11	122	58.48	0.48	
2019-03-12	125	59.94	0.48	
2019-03-13	125	61.41	0.49	
2019-03-14	114	62.87	0.55	
2019-03-15	101	64.34	0.64	
2019-03-16	65.8	65.8	1	
2019-03-17	68	63.64	0.94	
2019-03-18	70.8	61.48	0.87	
2019-03-19	92.9	59.31	0.64	
2019-03-20	84.2	57.15	0.68	
2019-03-21	92	54.99	0.6	
2019-03-22	112	52.82	0.47	
2019-03-23	74.7	50.66	0.68	
2019-03-24	48.5	48.5	1	
2019-03-25	76.8	49.09	0.64	
2019-03-26	89.4	49.68	0.56	
2019-03-27	99.2	50.27	0.51	
2019-03-28	92.9	50.86	0.55	
2019-03-29	102	51.45	0.5	
2019-03-30	66	52.04	0.79	
2019-03-31	63.9	52.63	0.82	
2019-04-01	83.8	53.22	0.64	
2019-04-02	63	53.81	0.85	
2019-04-03	54.4	54.4	1	
2019-04-04	67	53.04	0.79	
2019-04-05	58	51.68	0.89	
2019-04-06	63.7	50.32	0.79	
2019-04-07	55.9	48.96	0.88	
2019-04-08	58.1	47.59	0.82	
2019-04-09	70.8	46.23	0.65	
2019-04-10	86.2	44.87	0.52	
2019-04-11	50.6	43.51	0.86	
2019-04-12	89.4	42.15	0.47	
2019-04-13	50.7	40.79	0.8	
2019-04-14	45.5	39.43	0.87	
2019-04-15	82.7	38.07	0.46	
2019-04-16	67.9	36.71	0.54	
2019-04-17	65.6	35.34	0.54	
2019-04-18	81.7	33.98	0.42	
2019-04-19	71.8	32.62	0.45	
2019-04-20	45.9	31.26	0.68	
2019-04-21	29.9	29.9	1	
2019-04-22	30.9	30.9	1	
2019-04-23	46.3	34.83	0.75	
2019-04-24	51.8	37.30	0.72	
2019-04-25	75.6	39.77	0.53	
2019-04-26	113	42.23	0.37	
2019-04-27	57.4	44.70	0.78	
2019-04-28	82.3	47.17	0.57	
2019-04-29	282	49.63	0.18	
2019-04-30	278	52.10	0.19	
2019-05-01	206	54.57	0.26	
2019-05-02	168	57.03	0.34	
2019-05-03	248	59.50	0.24	
2019-05-04	190	61.97	0.33	
2019-05-05	182	64.43	0.35	
2019-05-06	213	66.90	0.31	
2019-05-07	195	69.37	0.36	
2019-05-08	129	71.83	0.56	
2019-05-09	74.3	74.3	1	
2019-05-10	109	77.71	0.71	
2019-05-11	94.9	81.13	0.85	
2019-05-12	91.3	84.54	0.93	
2019-05-13	93.6	87.96	0.94	
2019-05-14	112	91.37	0.82	
2019-05-15	195	94.79	0.49	
2019-05-16	284	98.20	0.35	
2019-05-17	269	101.61	0.38	
2019-05-18	211	105.03	0.5	
2019-05-19	186	108.44	0.58	
2019-05-20	145	111.86	0.77	
2019-05-21	124	115.27	0.93	
2019-05-22	291	118.69	0.41	
2019-05-23	673	122.10	0.18	
2019-05-24	793	125.51	0.16	
2019-05-25	589	128.93	0.22	
2019-05-26	331	132.34	0.4	
2019-05-27	287	135.76	0.47	
2019-05-28	248	139.17	0.56	
2019-05-29	165	142.59	0.86	
2019-05-30	146	146	1	
2019-05-31	216	141.24	0.65	
2019-06-01	257	136.47	0.53	
2019-06-02	216	131.71	0.61	
2019-06-03	159	126.94	0.8	
2019-06-04	144	122.18	0.85	
2019-06-05	142	117.41	0.83	
2019-06-06	139	112.65	0.81	
2019-06-07	137	107.88	0.79	
2019-06-08	121	103.12	0.85	
2019-06-09	97.3	97.3	1	
2019-06-10	85.3	85.3	1	
2019-06-11	91.8	88.82	0.97	
2019-06-12	92.5	84.06	0.91	
2019-06-13	69.1	69.1	1	
2019-06-14	106	74.53	0.7	
2019-06-15	89.2	69.76	0.78	
2019-06-16	65	65	1	
2019-06-17	68.2	68.2	1	
2019-06-18	88.2	66.3	0.75	
2019-06-19	87	64.4	0.74	
2019-06-20	106	62.5	0.59	
2019-06-21	104	60.6	0.58	
2019-06-22	76.3	58.7	0.77	
2019-06-23	68.8	56.8	0.83	
2019-06-24	88.6	54.9	0.62	
2019-06-25	76.8	53.0	0.69	
2019-06-26	101	51.1	0.51	
2019-06-27	69.9	49.2	0.7	
2019-06-28	51.3	47.3	0.92	
2019-06-29	53.4	45.4	0.85	
2019-06-30	43.5	43.5	1	
2019-07-01	57.3	42.01	0.73	
2019-07-02	66.6	40.53	0.61	
2019-07-03	55.3	39.04	0.71	
2019-07-04	42.5	37.56	0.88	
2019-07-05	63.5	36.07	0.57	
2019-07-06	44.4	34.59	0.78	
2019-07-07	33.1	33.1	1	
2019-07-08	44.7	33.07	0.74	
2019-07-09	33.1	33.03	1	
2019-07-10	35.4	33.00	0.93	
2019-07-11	36.4	32.97	0.91	
2019-07-12	44.1	32.93	0.75	
2019-07-13	33.4	32.90	0.99	
2019-07-14	33.2	32.87	0.99	
2019-07-15	33.1	32.83	0.99	
2019-07-16	32.8	32.8	1	
2019-07-17	33.4	33.4	1	
2019-07-18	40	33.34	0.83	
2019-07-19	50.4	33.27	0.66	
2019-07-20	36.7	33.21	0.9	
2019-07-21	37.4	33.15	0.89	
2019-07-22	39.2	33.08	0.84	
2019-07-23	44.5	33.02	0.74	
2019-07-24	57.7	32.95	0.57	
2019-07-25	57	32.89	0.58	
2019-07-26	50.6	32.83	0.65	
2019-07-27	36.5	32.76	0.9	
2019-07-28	32.7	32.7	1	
2019-07-29	33.6	32.71	0.97	
2019-07-30	33	32.72	0.99	
2019-07-31	39.6	32.74	0.83	
2019-08-01	36.2	32.75	0.9	
2019-08-02	43	32.76	0.76	
2019-08-03	45.9	32.78	0.71	
2019-08-04	33.1	32.79	0.99	
2019-08-05	32.8	32.8	1	
2019-08-06	34.5	32.82	0.95	
2019-08-07	33.5	32.85	0.98	
2019-08-08	34.2	32.88	0.96	
2019-08-09	32.9	32.9	1	
2019-08-10	32.9	32.9	1	
2019-08-11	34.3	34.3	1	
2019-08-12	57.6	34.31	0.6	
2019-08-13	72.1	34.31	0.48	
2019-08-14	95.2	34.32	0.36	
2019-08-15	118	34.32	0.29	
2019-08-16	103	34.33	0.33	
2019-08-17	118	34.33	0.29	
2019-08-18	66.9	34.34	0.51	
2019-08-19	62.5	34.34	0.55	
2019-08-20	43.7	34.35	0.79	
2019-08-21	46.3	34.36	0.74	
2019-08-22	44.6	34.36	0.77	
2019-08-23	40.9	34.37	0.84	
2019-08-24	46.3	34.37	0.74	
2019-08-25	47.6	34.38	0.72	
2019-08-26	53.5	34.38	0.64	
2019-08-27	48.7	34.39	0.71	
2019-08-28	40.5	34.39	0.85	
2019-08-29	34.4	34.4	1	
2019-08-30	46.7	34.25	0.73	
2019-08-31	51	34.10	0.67	
2019-09-01	51.1	33.95	0.66	
2019-09-02	59.6	33.80	0.57	
2019-09-03	74.9	33.65	0.45	
2019-09-04	69.4	33.50	0.48	
2019-09-05	55.5	33.35	0.6	
2019-09-06	33.2	33.2	1	
2019-09-07	41.4	32.66	0.79	
2019-09-08	34.7	32.11	0.93	
2019-09-09	46.3	31.57	0.68	
2019-09-10	42.4	31.02	0.73	
2019-09-11	46.5	30.48	0.66	
2019-09-12	59.6	29.94	0.5	
2019-09-13	53.2	29.39	0.55	
2019-09-14	32.1	28.85	0.9	
2019-09-15	31.1	28.31	0.91	
2019-09-16	35.4	27.76	0.78	
2019-09-17	31.6	27.22	0.86	
2019-09-18	27.5	26.68	0.97	
2019-09-19	38.8	26.13	0.67	
2019-09-20	40.6	25.59	0.63	
2019-09-21	27.6	25.04	0.91	
2019-09-22	24.5	24.5	1	
2019-09-23	40.1	24.06	0.6	
2019-09-24	32.1	23.62	0.74	
2019-09-25	29.4	23.18	0.79	
2019-09-26	22.5	22.5	1	
2019-09-27	22.3	22.3	1	
2019-09-28	27.9	22.67	0.81	
2019-09-29	25.4	23.03	0.91	
2019-09-30	28.3	23.40	0.83	
2019-10-01	30.3	23.77	0.78	
2019-10-02	30.5	24.13	0.79	
2019-10-03	28.8	24.50	0.85	
2019-10-04	27.3	24.87	0.91	
2019-10-05	45.2	25.23	0.56	
2019-10-06	40.4	25.60	0.63	
2019-10-07	45.7	25.97	0.57	
2019-10-08	59.4	26.33	0.44	
2019-10-09	59.6	26.70	0.45	
2019-10-10	56.1	27.07	0.48	
2019-10-11	51.3	27.43	0.53	
2019-10-12	45.4	27.80	0.61	
2019-10-13	53	28.17	0.53	
2019-10-14	45.6	28.53	0.63	
2019-10-15	52.1	28.90	0.55	
2019-10-16	59	29.27	0.5	
2019-10-17	50.5	29.63	0.59	
2019-10-18	30	30	1	
2019-10-19	36.4	29.8	0.82	
2019-10-20	30.9	29.6	0.96	
2019-10-21	30.2	29.4	0.97	
2019-10-22	29.7	29.2	0.98	
2019-10-23	29	29	1	
2019-10-24	29	28.32	0.98	
2019-10-25	30	27.64	0.92	
2019-10-26	30.4	26.95	0.89	
2019-10-27	30.3	26.27	0.87	
2019-10-28	26.7	25.59	0.96	
2019-10-29	29.7	24.91	0.84	
2019-10-30	29	24.23	0.84	
2019-10-31	29.1	23.55	0.81	
2019-11-01	22.4	22.4	1	
2019-11-02	22	22	1	
2019-11-03	21.5	21.5	1	
2019-11-04	21.8	21.8	1	
2019-11-05	22.6	22.15	0.98	
2019-11-06	28.9	22.50	0.78	
2019-11-07	41.3	22.85	0.55	
2019-11-08	35.8	23.20	0.65	
2019-11-09	53.7	23.55	0.44	
2019-11-10	39.9	23.90	0.6	
2019-11-11	82.2	24.25	0.3	
2019-11-12	124	24.60	0.2	
2019-11-13	98	24.95	0.25	
2019-11-14	91.6	25.30	0.28	
2019-11-15	118	25.65	0.22	
2019-11-16	92.1	26.00	0.28	
2019-11-17	101	26.35	0.26	
2019-11-18	115	26.70	0.23	
2019-11-19	66.1	27.05	0.41	
2019-11-20	54.6	27.40	0.5	
2019-11-21	62.8	27.75	0.44	
2019-11-22	64.1	28.10	0.44	
2019-11-23	62.6	28.45	0.45	
2019-11-24	64.3	28.80	0.45	
2019-11-25	56.8	29.15	0.51	
2019-11-26	29.5	29.5	1	
2019-11-27	34.2	29.09	0.85	
2019-11-28	37.8	28.68	0.76	
2019-11-29	34.2	28.28	0.83	
2019-11-30	50.7	27.87	0.55	
2019-12-01	62.6	27.46	0.44	
2019-12-02	60.5	27.05	0.45	
2019-12-03	61.7	26.64	0.43	
2019-12-04	47	26.23	0.56	
2019-12-05	32.8	25.82	0.79	
2019-12-06	32.3	25.42	0.79	
2019-12-07	24.8	24.8	1	
2019-12-08	24.6	24.6	1	
2019-12-09	24	23.75	0.99	
2019-12-10	22.9	22.9	1	
2019-12-11	23.1	23.1	1	
2019-12-12	30.1	23.46	0.78	
2019-12-13	32.5	23.74	0.73	
2019-12-14	26.7	24.02	0.9	
2019-12-15	24.3	24.3	1	
2019-12-16	28	24.54	0.88	
2019-12-17	32.6	24.77	0.76	
2019-12-18	31.7	25.01	0.79	
2019-12-19	37.1	25.24	0.68	
2019-12-20	33.5	25.48	0.76	
2019-12-21	30.6	25.71	0.84	
2019-12-22	34.2	25.95	0.76	
2019-12-23	83.1	26.19	0.32	
2019-12-24	201	26.42	0.13	
2019-12-25	175	26.66	0.15	
2019-12-26	120	26.89	0.22	
2019-12-27	123	27.13	0.22	
2019-12-28	72.9	27.36	0.38	
2019-12-29	66.2	27.60	0.42	
2019-12-30	60.4	27.84	0.46	
2019-12-31	50.4	28.07	0.56	
2020-01-01	50.3	28.31	0.56	
2020-01-02	43.1	28.54	0.66	
2020-01-03	57.6	28.78	0.5	
2020-01-04	53	29.01	0.55	
2020-01-05	37.3	29.25	0.78	
2020-01-06	40.9	29.49	0.72	
2020-01-07	47.4	29.72	0.63	
2020-01-08	46.2	29.96	0.65	
2020-01-09	46.6	30.19	0.65	
2020-01-10	44.8	30.43	0.68	
2020-01-11	44.3	30.66	0.69	
2020-01-12	30.9	30.9	1	
2020-01-13	63.5	30.98	0.49	
2020-01-14	60.1	31.06	0.52	
2020-01-15	45	31.14	0.69	
2020-01-16	49.2	31.22	0.63	
2020-01-17	55.7	31.30	0.56	
2020-01-18	35.7	31.38	0.88	
2020-01-19	31.9	31.46	0.99	
2020-01-20	64.8	31.54	0.49	
2020-01-21	50.3	31.62	0.63	
2020-01-22	31.7	31.7	1	
2020-01-23	47.8	31.83	0.67	
2020-01-24	35.2	31.97	0.91	
2020-01-25	32.1	32.1	1	
2020-01-26	38.5	32.22	0.84	
2020-01-27	45	32.35	0.72	
2020-01-28	32.9	32.48	0.99	
2020-01-29	32.6	32.6	1	
2020-01-30	33.2	32.75	0.99	
2020-01-31	32.9	32.90	1	
2020-02-01	45.3	33.05	0.73	
2020-02-02	33.2	33.2	1	
2020-02-03	62	33.43	0.54	
2020-02-04	170	33.66	0.2	
2020-02-05	276	33.89	0.12	
2020-02-06	198	34.11	0.17	
2020-02-07	130	34.34	0.26	
2020-02-08	124	34.57	0.28	
2020-02-09	86.7	34.80	0.4	
2020-02-10	53.8	35.03	0.65	
2020-02-11	63.7	35.26	0.55	
2020-02-12	79.2	35.49	0.45	
2020-02-13	70.4	35.71	0.51	
2020-02-14	97.3	35.94	0.37	
2020-02-15	84.6	36.17	0.43	
2020-02-16	36.4	36.4	1	
2020-02-17	65.5	36.54	0.56	
2020-02-18	68.7	36.68	0.53	
2020-02-19	87.1	36.82	0.42	
2020-02-20	121	36.97	0.31	
2020-02-21	119	37.11	0.31	
2020-02-22	117	37.25	0.32	
2020-02-23	104	37.39	0.36	
2020-02-24	153	37.53	0.25	
2020-02-25	253	37.68	0.15	
2020-02-26	237	37.82	0.16	
2020-02-27	187	37.96	0.2	
2020-02-28	192	38.10	0.2	
2020-02-29	169	38.24	0.23	
2020-03-01	103	38.38	0.37	
2020-03-02	109	38.52	0.35	
2020-03-03	111	38.67	0.35	
2020-03-04	84.1	38.81	0.46	
2020-03-05	104	38.95	0.37	
2020-03-06	105	39.09	0.37	
2020-03-07	115	39.23	0.34	
2020-03-08	97.5	39.38	0.4	
2020-03-09	102	39.52	0.39	
2020-03-10	88.4	39.66	0.45	
2020-03-11	39.8	39.8	1	
2020-03-12	63.5	40.44	0.64	
2020-03-13	75	41.08	0.55	
2020-03-14	95.8	41.72	0.44	
2020-03-15	81.8	42.36	0.52	
2020-03-16	57.5	43.00	0.75	
2020-03-17	67	43.64	0.65	
2020-03-18	60.9	44.28	0.73	
2020-03-19	61.6	44.92	0.73	
2020-03-20	92.7	45.56	0.49	
2020-03-21	64.4	46.20	0.72	
2020-03-22	62.7	46.84	0.75	
2020-03-23	62.4	47.48	0.76	
2020-03-24	55.4	48.12	0.87	
2020-03-25	52.9	48.76	0.92	
2020-03-26	49.4	49.4	1	
2020-03-27	58.7	48.34	0.82	
2020-03-28	67.7	47.29	0.7	
2020-03-29	57.5	46.23	0.8	
2020-03-30	67.9	45.17	0.67	
2020-03-31	67.3	44.11	0.66	
2020-04-01	55.1	43.06	0.78	
2020-04-02	42	42	1	
2020-04-03	67.3	41.12	0.61	
2020-04-04	51.6	40.24	0.78	
2020-04-05	60.7	39.35	0.65	
2020-04-06	59.6	38.47	0.65	
2020-04-07	44.3	37.59	0.85	
2020-04-08	75.1	36.71	0.49	
2020-04-09	74	35.83	0.48	
2020-04-10	78.7	34.95	0.44	
2020-04-11	56.3	34.06	0.61	
2020-04-12	35.8	33.18	0.93	
2020-04-13	32.3	32.3	1	
2020-04-14	43	32.14	0.75	
2020-04-15	40	31.97	0.8	
2020-04-16	40.1	31.81	0.79	
2020-04-17	57.5	31.65	0.55	
2020-04-18	45.8	31.48	0.69	
2020-04-19	35.9	31.32	0.87	
2020-04-20	50.7	31.15	0.61	
2020-04-21	39.2	30.99	0.79	
2020-04-22	30.9	30.83	1	
2020-04-23	30.7	30.66	1	
2020-04-24	30.5	30.5	1	
2020-04-25	30.9	29.79	0.96	
2020-04-26	31	29.08	0.94	
2020-04-27	43.1	28.37	0.66	
2020-04-28	46.7	27.66	0.59	
2020-04-29	30.8	26.94	0.87	
2020-04-30	48.1	26.23	0.55	
2020-05-01	31	25.52	0.82	
2020-05-02	27.2	24.81	0.91	
2020-05-03	24.1	24.1	1	
2020-05-04	55.7	24.52	0.44	
2020-05-05	63.2	24.93	0.39	
2020-05-06	57.8	25.35	0.44	
2020-05-07	84	25.77	0.31	
2020-05-08	96.6	26.18	0.27	
2020-05-09	65.6	26.60	0.41	
2020-05-10	62.9	27.02	0.43	
2020-05-11	52.9	27.43	0.52	
2020-05-12	47	27.85	0.59	
2020-05-13	54.4	28.27	0.52	
2020-05-14	64	28.68	0.45	
2020-05-15	54	29.10	0.54	
2020-05-16	57	29.52	0.52	
2020-05-17	53.9	29.93	0.56	
2020-05-18	54.3	30.35	0.56	
2020-05-19	43.2	30.77	0.71	
2020-05-20	45.9	31.18	0.68	
